name;open;high;low;close;volume;marketCap;timestamp
"825";0.0731209771;0.088525115;0.0725563476;0.0878388161;204037282.99776304;867310279.8608056;"2025-06-22 20:00:00"
"825";0.0878314167;0.0892069164;0.0790791758;0.0847649775;192840640.65953442;836987113.9645674;"2025-06-29 20:00:00"
"825";0.0847581578;0.1013565674;0.0817972473;0.0994485044;314748304.2325287;982107850.0446498;"2025-07-06 20:00:00"
"825";0.0994395882;0.1180598002;0.0955507599;0.1159531437;490725228.94896;1148079069.300849;"2025-07-13 20:00:00"
"825";0.1159517557;0.1203795494;0.0990185872;0.109721945;533750067.3861233;1086203648.1808648;"2025-07-20 20:00:00"
"825";0.1097125897;0.1125626979;0.0861663275;0.0914646142;356435557.9226585;952489745.5208263;"2025-07-27 20:00:00"
"825";0.0914622635;0.1015149945;0.0873111215;0.0993082537;346903184.60267925;1035215189.0574571;"2025-08-03 20:00:00"
"825";0.099316211;0.1042538746;0.0893080013;0.094051752;409929867.16246414;983611423.1966234;"2025-08-10 20:00:00"
"825";0.0940529866;0.0980836662;0.0869398259;0.0937968635;306979271.6455696;980335899.5665537;"2025-08-17 20:00:00"
"825";0.0938039808;0.0952900512;0.0853008588;0.088540221;286554048.5503823;926798712.0794481;"2025-08-24 20:00:00"
"825";0.0885452371;0.0913636471;0.0856415965;0.0889309167;238928923.84384352;931009275.3845766;"2025-08-31 20:00:00"
"825";0.0889286896;0.1031497205;0.0884000298;0.0963381498;410964045.2992569;1009698107.190567;"2025-09-07 20:00:00"
"825";0.0963089679;0.0997142715;0.0915604081;0.0993131898;0;0;"2025-09-14 20:00:00"
